Year, attacks,Actor1,Actor2,Area1,Area2,Area3,County,Event type,Notes,Source,Source Scale,Fatalities,Geo Precision,Latitude,Longitude,Number of Records
2018,2018-09-24,Al Shabaab,Military Forces of Kenya (2013-),Lamu West,Witu,Pandanguo,Lamu,Battle-No change of territory,"24 September 2018: Al-Shabaab militants claim to have overrun a Kenyan military base in Taksile area north of Pandaguo, Lamu County, killing 10 Kenyan soldiers and admitting three deaths among their own ranks. Kenyan military sources also reported the clashes, although they claimed that 10 Al-Shabaab fighters had been killed. Fatalities coded at the most conservative estimate.",New York Times; Somali Memo,Regional-International,10,2,-2.2347,40.4778,1
2018,2018-01-13,Al Shabaab,Police Forces of Kenya (2013-),Lamu West,Shella,Lamu,Lamu,Battle-No change of territory,Kenyan officials said a civilian was killed and several policemen wounded when suspected members of the Somalia-based group al-Shabaab attacked a convoy of vehicles.,AP,International,1,2,-2.2717,40.902,1
2018,2018-12-08,Al Shabaab,Civilians (Kenya),Lamu East,Kiunga,Sankuri,Lamu,Remote violence,"On December 8th, three civilians were injured when their lorry was hit by an IED near Sankuri (Lamu county). The device was suspected to have been planted by Al Shabaab.",Daily Nation (Kenya),National,0,2,-1.7169,41.372,1
2018,2018-10-02,Al Shabaab,Military Forces of Kenya (2013-),Lamu East,Mararani,Mararani,Lamu,Remote violence,"On or before October 2nd, Al Shabaab forces shelled a Kenyan military base in Mirarani (Lamu county). Casualties mentioned (unknown death or injuries coded as zero fatalaties).",Radio Al-Furqaan,National,0,1,-1.7027,41.3019,1
2018,2018-08-08,Al Shabaab,Military Forces of Kenya (2013-),Lamu West,Hindi,Bodhei,Lamu,Remote violence,"On 8 August, five Kenyan soldiers were killed and six others wounded when their vehicle was blown up by an IED near the town of Bodhei. Al-Shabaab claimed the attack.",AFP English,International,5,2,-1.8563,40.7166,1
2018,2018-08-24,Al Shabaab,,Lamu West,Shella,Lamu,Lamu,Strategic development,"Property destruction: on August 24th, and according to an Al Shabaab commander, the group destroyed power stations in Lamu town and Tana River town (for the latter, the location of Hola has been used). There has been no confirmation of this claim in other sources.",BBC Monitoring,International,0,1,-2.2717,40.902,1
2018,2018-01-15,Al Shabaab,Civilians (Kenya),Lamu West,Shella,Lamu,Lamu,Violence against civilians,Armed groups killed a woman and injured five police officers at Nyongoro along the Lamu-Malindi road,BBC,International,1,2,-2.2717,40.902,1
2017,2017-11-28,Al Shabaab,Military Forces of Kenya (2013-),Lamu West,Shella,Lamu,Lamu,Battle-No change of territory,"Two Administration Police officers have died while three others have been injured after suspected Al-Shabaab militants ambushed an escort vehicle they were travelling in at Lango La Simba in Nyongoro, along the Lamu-Malindi road.",Africa News,Regional,2,2,-2.2717,40.902,1
2017,2017-08-07,Al Shabaab,Police Forces of Kenya (2013-),Lamu West,Shella,Lamu,Lamu,Battle-No change of territory,"Police officers engaged in a shoot out with Al Shabaab, after a landmine injured civilians in Nyorongo",The Daily Nation,National,0,2,-2.2717,40.902,1
2017,2017-07-05,Al Shabaab,Police Forces of Kenya (2013-),Lamu West,Witu,Pandanguo,Lamu,Battle-No change of territory,At least three police officers and one Al shabaab member were killed after Al Shabaab raided Pandanguo Police Camp in Lamu. Al Shabaab engaged in a gun battle with the police that lasted for hours. One police officer was unaccounted for. Al Shabaab planted IEDs while raiding the station. Government troops were later deployed to Lamu to look for al-Shabab. The Kenya Standard claims 2 police dead in the attack.,Capital FM; Agence France Presse; BBC Monitoring via al Shabaabs Twitter account; Kenya Standard,National,3,1,-2.2347,40.4778,1
2017,2017-09-10,Al Shabaab,Police Forces of Kenya (2013-),Lamu East,Mararani,Mararani,Lamu,Remote violence,At least one police officer was killed and two others injured when the vehicle in which they were travelling ran over an improvised explosive device (IED) in the coastal Lamu County on Sunday evening.,Shabelle Media Network (Mogadishu),Regional,1,1,-1.7027,41.3019,1
2017,2017-08-07,Al Shabaab,Civilians (Kenya),Lamu West,Shella,Lamu,Lamu,Remote violence,Two people were injured after the vehicle they were travelling in ran over a landmine at Nyongoro along the Garsen-Lamu road.,The Daily Nation,National,0,2,-2.2717,40.902,1
2017,2017-05-31,Al Shabaab,Police Forces of Kenya (2013-),Lamu East,Basuba,Milimani,Lamu,Remote violence,Seven police officers and a civilian were killed when an armoured vehicle drove over a roadside bomb in southeastern Kenya. Al-Shabaab claimed responsibility,Shabelle Media Network (Mogadishu);Daily Nation,Regional,8,1,-1.7758,40.8375,1
2017,2017-08-07,Al Shabaab,,Lamu West,Witu,Gamba,Lamu,Strategic development,"Al Shabaab militants destroyed an electricity pylon near Gamba, causing a blackout across Lamu county.",Twitter,Other,0,1,-2.362,40.3178,1
2017,2017-06-11,Al Shabaab,Military Forces of Kenya (2013-),Lamu West,Shella,Lamu,Lamu,Strategic development,"Detonation: The IED planted by Al Shabaab, and targeting Kenya Defence Forces (KDF) along the Milimani-Baure's supply route detonated without any casualties or injuries on the side of KDF.",Xinhua,International,0,1,-2.2717,40.902,1
2017,2017-12-28,Al Shabaab,Civilians (Kenya),Lamu West,Witu,Gamba,Lamu,Violence against civilians,"Reports from Lamu Island say a deadly attack was carried out in parts of the island. The attack was a well-planned ambush targeting a vehicle carrying ""Kenyan crusaders"" travelling on the road that connects Mwitu and Gamba villages in Lamu county. Al-Shabab forces, who are waging jihad in Lamu, captured the vehicle and two Kenyan infidels, who are among those settled in the Muslim land of Lamu.",BBC,International,2,1,-2.362,40.3178,1
2017,2017-10-20,Al Shabaab,Civilians (Kenya),Lamu West,Shella,Lamu,Lamu,Violence against civilians,Five people are nursing multiple gunshot wounds after their vehicle was shot at by suspected al Shabaab militants,The Star,National,0,1,-2.2717,40.902,1
2017,2017-09-06,Al Shabaab,Civilians (Kenya),Lamu West,Hindi,Hindi,Lamu,Violence against civilians,Four people were killed by suspected Al Shabaab militia in two villages in the Hindi area in Lamu county. Police have lauched an investigation.,Daily Nation,National,4,2,-2.1749,40.8199,1
2017,2017-09-06,Al Shabaab,Civilians (Kenya),Lamu West,Shella,Lamu,Lamu,Violence against civilians,Four people were killed by suspected Al Shabaab militia in Lamu county. Police have lauched an investigation.,Capital FM,National,4,1,-2.2717,40.902,1
2017,2017-08-18,Al Shabaab,Civilians (Kenya),Lamu West,Witu,Witu,Lamu,Violence against civilians,At least three people were killed on Friday by Al Shabaab militants in Witu Lamu County. The Star reports 4 dead.,Capital FM; The Star,National,3,1,-2.3889,40.4382,1
2017,2017-08-17,Al Shabaab,Civilians (Kenya),Lamu West,Witu,Witu,Lamu,Violence against civilians,"Al Shabaab militants attacked Maleli village, near Witu town. They burned down houses and killed 4 people.",Twitter,Other,4,2,-2.3889,40.4382,1
2017,2017-08-02,Al Shabaab,Civilians (Kenya),Lamu West,Shella,Lamu,Lamu,Violence against civilians,Three people were killed and four injured after a passenger bus was ambushed by Al Shabaab.,Daily Nation,National,3,1,-2.2717,40.902,1
2017,2017-07-20,Al Shabaab,Civilians (Kenya),Lamu East,Mararani,Mararani,Lamu,Violence against civilians,Al Shabaab kill two civilians while attacking civilians in the Mararani area.,Xinhua General News Service,International,2,1,-1.7027,41.3019,1
2017,2017-07-13,Al Shabaab,Civilians (Kenya),Lamu West,Shella,Lamu,Lamu,Violence against civilians,"Three people were killed and several were injured including Public Works Principal Secretary Mariam El Maawy, during an ambush by Al Shabaab attack in Lamu West.",Daily Nation,National,3,1,-2.2717,40.902,1
2017,2017-07-08,Al Shabaab,Civilians (Kenya),Lamu West,Shella,Lamu,Lamu,Violence against civilians,Four men have been beheaded by Al Shabaab at Jima area bordering Pandanguo in Lamu county. Kenya Standard reports 9 people were beheaded and the event took place on the previous day.,BBC Monitoring via al Shabaabs Twitter account; Kenya Standard,Regional,4,1,-2.2717,40.902,1
2017,2017-07-08,Al Shabaab,Civilians (Kenya),Lamu West,Witu,Pandanguo,Lamu,Violence against civilians,"At least nine people were killed in Lamu County on Saturday morning, in an attack by Al Shabaab. The attack occurred at Jima and Pandaguo village near the border with Somalia",Capital FM,National,5,1,-2.2347,40.4778,1
2017,2017-07-08,Al Shabaab,Civilians (Kenya),Lamu West,Witu,Pandanguo,Lamu,Violence against civilians,"At least nine people were killed in Lamu County on Saturday morning, in an attack by Al Shabaab. The attack occurred at Jima and Pandaguo villages near the border with Somalia. At Jima, Al Shabaab beheaded four men (coded in other event).",Capital FM; BBC Monitoring via al Shabaabs Twitter account,National,5,2,-2.2347,40.4778,1
2016,2016-08-27,Al Shabaab,Civilians (Kenya),Lamu West,Shella,Lamu,Lamu,Remote violence,"A Muslim cleric died on Saturday evening after his vehicle hit an improvised explosive device (IED) in the Kenyan coastal county of Lamu, near the border with Somalia. Al Shabaab are the suspected perpetrators.",Xinhua,International,1,1,-2.2717,40.902,1
2016,2016-01-26,Police Forces of Kenya (2013-),Al Shabaab,Lamu West,Shella,Lamu,Lamu,Remote violence,"Six police (or seven - Shabelle Media Network) officers are killed when their vehicle struck an IED in Lamu, suspected al Shabaab responsible.",Xinhua,International,6,1,-2.2717,40.902,1
2016,2016-01-31,Al Shabaab,Civilians (Kenya),Lamu West,Witu,Pandanguo,Lamu,Violence against civilians,"Al Shabaab attacks Pandanguo village, targeting the homes of Christians. Al Shabaab claimed ""many"" killed, though more reliable reports indicate three dead, plus injuries.",Somali Memo,Regional,3,1,-2.2347,40.4778,1
2015,2015-07-19,Al Shabaab,,Lamu East,Basuba,Milimani,Lamu,Non-violent transfer of territory,Reports indicate that Al Shabaab overtook Milimani village in Lamu on the night of 18/07. No violence was reported.,Mareeg,Regional,0,1,-1.7758,40.8375,1
2015,2015-08-12,Military Forces of Kenya (2013-),Al Shabaab,Lamu West,Shella,Lamu,Lamu,Remote violence,An al Shabaab-planted explosive attached to a military vehicle causes seven soldier deaths.,Radio Andalus,Regional,7,1,-2.2717,40.902,1
2015,2015-07-11,Police Forces of Kenya (2013-),Al Shabaab,Lamu West,Shella,Lamu,Lamu,Remote violence,Al Shabaab targets police with an IED in Lamu on 13/07. Three deaths reported.,Agence France Presse,International,3,1,-2.2717,40.902,1
2015,2015-06-21,Military Forces of Kenya (2013-),Al Shabaab,Lamu East,Basuba,Milimani,Lamu,Remote violence,Three KDF members are injured in an al Shabaab IED attack Milimani on 21/06.,Kenya Standard,National,0,1,-1.7758,40.8375,1
2014,2014-07-14,Military Forces of Kenya (2013-),Unidentified Armed Group (Kenya),Lamu West,Shella,Lamu,Lamu,Remote violence,"In response to recent attacks in the Lamu area, Kenya air forces launch attacks on Lamu Forest, believed to be where the suspected assailants are hiding. Causalities not known.",Daily Nation (Kenya),National,0,1,-2.2717,40.902,1
2014,2014-12-20,Al Shabaab,Civilians (Kenya),Lamu West,Witu,Nyangoro,Lamu,Strategic development,"Non-violent activity: Suspected al Shabaab attack a Lamu bound bus in Nyangoro. Four shots were reported fired, though no one was reported injured.",Daily Nation (Kenya),National,0,1,-2.3287,40.3231,1
2014,2014-10-10,Al Shabaab,Civilians (Kenya),Lamu East,Basuba,Milimani,Lamu,Violence against civilians,"Five passengers in two Miraa [mild narcotic] vans from Lamu to Ijara town were during the morning hours hijacked by suspected al Shabaab militia, which was later confirmed. The incident took place between Milimani and Basuba area in Lamu East sub-county. The five were taken to an unknown location. Kenyan security forces launched a search mission in response.",The Star (Nairobi),National,0,2,-1.7758,40.8375,1
2014,2014-08-18,Al Shabaab,Civilians (Kenya),Lamu East,Shella,Basuba,Lamu,Violence against civilians,"Al Shabaab attacks and kills two, steals vehicles at Basuba location, Lamu East. Security forces later launched a security sweep of the area.",Daily Nation (Kenya),National,2,1,-2.0527,41.1099,1
2014,2014-07-05,Al Shabaab,Civilians (Kenya),Lamu West,Hindi,Hindi,Lamu,Violence against civilians,At least 21 people have been killed in new attacks late in the day in Kenyas Lamu coastal region. Al Shabaab claimed responsibility.,Agence France Presse,International,21,1,-2.1749,40.8199,1
2014,2014-06-23,Al Shabaab,Civilians (Kenya),Lamu West,Witu,Witu,Lamu,Violence against civilians,"Between 10 and 15 suspected al Shabaab assailants attack Witu. A witness said that the attackers shot their victims first, made sure they bled, before tying them up and making them lie on the ground facing down. They then proceeded to hack them. The attackers are said to have vowed that they were not going to leave until they eliminate all non-believers from the area. At least 11 dead. The attack may have occurred in Maleli. As a result of the attacks, many of the residents have fled the area.",The Star (Nairobi),National,11,2,-2.3889,40.4382,1
2014,2014-06-14,Al Shabaab,Civilians (Kenya),Lamu West,Bahari,Mpekatoni,Lamu,Violence against civilians,"Somali al Shabaab carjack two police vans in Witu, drive to Mpekatoni where they began opening fire on people in the street. It was later learned the attackers singled out-non Muslims before they opened fire. Areas affected were Mpeketoni Police station, two hotels, a bank and a fuel station. One of the hotels was burnt down in the attack. It is not clear if police forces returned fire. Out of the 60 people reported missing after the Mpeketoni clashes 8 people are yet to be accounted for. At least 57 people died in the attack.",The Star (Nairobi),National,57,1,-2.4257,40.6828,1
2012,2012-06-16,Al Shabaab,,Lamu West,Shella,Lamu,Lamu,Strategic development,Movement of forces: Concerns that Somali Al Shabaab fighters escaping to Kenya and hiding among the civilian population,BBC Monitoring,Regional,0,1,-2.2717,40.902,1
2011,2011-11-25,Al Shabaab,Police Forces of Kenya (2002-2013),Lamu West,Shella,Lamu,Lamu,Battle-No change of territory,"Kenyan police arrested five men suspected of being members of Somalias al Qaeda-linked al Shabaab insurgents on the island of Lamu, close to where two tourists were kidnapped and taken to Somalia earlier in the year.",Reuters,International,0,1,-2.2717,40.902,1
2018,2018-12-25,Al Shabaab,Police Forces of Kenya (2013-),Mandera East,Township,Mandera,Mandera,Battle-No change of territory,25 December: Al Shabaab claimed to have killed two Kenyan police and injured three others in Mandera town.,BBC Monitoring; Somali Memo,Regional-International,2,1,3.9357,41.8542,1
2018,2018-05-03,Al Shabaab,Military Forces of Kenya (2013-),Mandera East,Township,Mandera,Mandera,Battle-No change of territory,"03 May. Al Shabaab attacks Mandera, killing four 'non-Muslim' quarry workers. Several other injuries reported. The police later ""rescued"" 150 workers involved in the incident. However, it is not certain if any of the workers were held hostage at any point.",Agence France Presse,International,0,1,3.9357,41.8542,1
2018,2018-01-02,Al Shabaab,Police Forces of Kenya (2013-),Mandera East,Township,Mandera,Mandera,Battle-No change of territory,"Al-Shabab has claimed responsibility for an attack on a Kenyan police station located along the common border in Mandera on 2 January. ""Reports from al-Shabab Mujahideen say that six soldiers (police) were killed in the attack with one being the commander of the police in the area, four were killed in the raid on the police camp while two other soldiers were killed in an ambush while they were rushing to back up their colleagues from El Waq town,"" the website reported.",BBC,International,6,1,3.9357,41.8542,1
2018,2018-10-16,Al Shabaab,Military Forces of Kenya (2013-),Lafey,Fino,Fino,Mandera,Remote violence,"On October 16th, Al Shabaab militants alleged that they had destroyed two Kenyan military vehicles with an IED, killing and injuring an unspecified number of soldiers. The alleged incident took place between Fino and Arabiya villages in Mandera county (coordinates for Fino, Mandera, used). Subsequent reports indicate that the IED exploded before the military vehicles were in range, resulting in no casualties or fatalities.",BBC Monitoring,International,0,2,3.3711,41.4468,1
2018,2018-09-26,Unidentified Armed Group (Kenya),Military Forces of Kenya (2013-),Mandera South,Elwak South,Daba Siti,Mandera,Remote violence,26 September 2018: An IED hit a Kenyan military vehicle in Daba-city village in Mandera County.,Radio Shabelle,National,0,1,2.6106,40.8863,1
2018,2018-08-13,Al Shabaab,Police Forces of Kenya (2013-),Mandera South,Elwak South,El Wak,Mandera,Remote violence,"On 13 August, al-Shabaab destroyed a Kenyan police vehicle which was driving through Yadi, Damase and El Wak towns in Mandera with an IED, killing tens of soldiers aboard the vehicle.",BBC Monitoring,National,10,2,2.8094,40.9358,1
2018,2018-07-02,Al Shabaab,Military Forces of Kenya (2013-),Mandera East,Lafey,Lafey,Mandera,Remote violence,"On 2nd July, a Kenyan military vehicle was hit by an IED (the source attributes the attack to Al Shabaab) on the road between Mandera and Lafey, 5km from Lafey. Fatalaties are unclear (coded at low estimate of 3). An additional IED was safely dismantled by Kenyan army reinforcements in the area later that same day.",Local Sources,Other,3,2,3.6704,41.5814,1
2018,2018-05-08,Military Forces of Kenya (2013-),Al Shabaab,Mandera South,Elwak South,Daba Siti,Mandera,Remote violence,08 May. A suspected al Shabaab IED targets a military convoy in Daba Siti. One soldier dead.,Somali Memo,Regional,1,1,2.6106,40.8863,1
2018,2018-03-14,Military Forces of Kenya (2013-),Unidentified Armed Group (Kenya),Mandera South,Elwak South,El Wak,Mandera,Remote violence,14 March. A roadside IED results in two KDF soldiers killed and an unspecified number and an unspecific number wounded. Perpetrating actor not named by the source.,Local Source Project,Local,2,1,2.8094,40.9358,1
2018,2018-02-14,Military Forces of Kenya (2013-),Al Shabaab,Mandera East,Township,Mandera,Mandera,Remote violence,"Al Shabaab fire several mortar rounds towards KDF base in El Ram, Mandera County. No casualties, assailants escaped.",Local Source Project,Other,0,2,3.9357,41.8542,1
2018,2018-02-13,Military Forces of Kenya (2013-),Al Shabaab,Mandera South,Elwak South,El Wak,Mandera,Remote violence,"Al Shabaab launched mortar file against a military base in El Wak over two days. Casualties reported, number not provided.",Somali Memo,Subnational,5,1,2.8094,40.9358,1
2018,2018-02-12,Military Forces of Kenya (2013-),Al Shabaab,Mandera South,Elwak South,El Wak,Mandera,Remote violence,"Al Shabaab launched mortar file against a military base in El Wak over two days. Casualties reported, number not provided.",Somali Memo,Subnational,5,1,2.8094,40.9358,1
2018,2018-01-20,Unidentified Armed Group (Kenya),Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Remote violence,A Kenyan official says four children have been killed by an explosive device that went off in a field where they grazing livestock. Mandera Governor Ali Roba is blaming devices that Britain might have planted during its colonial occupation of Kenya for the deaths on Saturday. He asked security agents to clear the fields of any devices from before Kenya gained independence in 1963.,AP,International,4,2,3.9357,41.8542,1
2018,2018-05-24,Al Shabaab,,Mandera East,Township,Mandera,Mandera,Strategic development,"Looting: 24 May. Al Shabaab invaded Mandera, looted shops and lectured in a mosque for several hours before leaving.",Daily Nation (Kenya),National,0,1,3.9357,41.8542,1
2018,2018-01-20,Al Shabaab,,Mandera South,Elwak South,El Wak,Mandera,Strategic development,Property destruction: Al-Shabab militants have destroyed a Hormuud communication mast located on the Somalia border town of Elwak. Police say the militants were retaliating to earlier reports of locals communicating with Somalia security forces and the Kenya Amisom troops.,BBC,International,0,1,2.8094,40.9358,1
2018,2018-10-10,Al Shabaab,Civilians (Kenya),Lafey,Lafey,Lafey,Mandera,Violence against civilians,"On October 10th, around twenty militants suspected to belong to Al Shabaab attacked a school in Lafey (Mandera). The militants targeted non-Muslim staff, and threw an explosive device into quarters used by non-Muslim teachers, killing two.",AP,International,2,1,3.1508,41.1862,1
2018,2018-05-03,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,"03 May. Al Shabaab attacks Mandera, killing four 'non-Muslim' quarry workers. Several other injuries reported. The police later ""rescued"" 150 workers involved in the incident. However, it is not certain if any of the workers were held hostage at any point.",Agence France Presse,International,4,1,3.9357,41.8542,1
2017,2017-11-06,Al Shabaab,Police Forces of Kenya (2013-),Mandera South,Elwak South,Daba Siti,Mandera,Battle-No change of territory,"Transport in Mandera County has been paralysed after operators suspended bus services in the county for three days after al-Shabab attacked two police vehicles on Monday evening. Al-Shabab militants ambushed and burnt down two police land cruisers in an attack in Daba City, Mandera County on Monday. The two vehicles carrying police officers were escorting a bus to Mandera when they were hit by rocket-propelled grenades. 12 killed, several wounded.",BBC,International,12,1,2.6106,40.8863,1
2017,2017-08-30,Al Shabaab,Police Forces of Kenya (2013-),Mandera South,Elwak South,Daba Siti,Mandera,Battle-No change of territory,Kenya Defence Forces (KDF) and police exchanged fire with Al Shabaab militants after they destroyed a telecommunication mast in Mandera County. The police reservists were overpowered by the attackers as they engaged in gunfight but none was injured during the 1:30 a.m. attack at Dabacity area. A loud explosion was heard and police reservists guarding the mast reported an attack at Dabacity by the militants but none of the police reservists was injured in the incident.,Xinhua,International,0,2,2.6106,40.8863,1
2017,2017-08-03,Al Shabaab,Police Forces of Kenya (2013-),Lafey,Lafey,Lafey,Mandera,Battle-No change of territory,A Police Officer was killed during an attempted attack by Al-Shabaab at Lafey police station. Some of Al-Shabaab members suffered injuries when police responded wih gunshots. A police car was stolen,Capital FM,National,1,1,3.1508,41.1862,1
2017,2017-06-23,Al Shabaab,Police Forces of Kenya (2013-),Mandera South,Elwak South,El Wak,Mandera,Battle-No change of territory,Police officers exchanged fire with Al Shabaab after they attacked the Equity Back in Elwak Town. Five police reported dead.,The Standard,National,5,1,2.8094,40.9358,1
2017,2017-05-10,Al Shabaab,Police Forces of Kenya (2013-),Mandera East,Bulla Mpya,Omar Jilo,Mandera,Battle-No change of territory,"Al Shabaab militants raided Omar Jilo, in northern Kenya, where they clashed with police forces. 2 local administrators were killed and 2 police reservists were abducted. Security personnel are pursuing the attackers.",Twitter,Other,2,1,3.7938,41.7167,1
2017,2017-12-21,Unidentified Armed Group (Kenya),Civilians (Kenya),Banissa,Banissa,Banissa,Mandera,Remote violence,"Schoolchildren were playing with a device when it exploded. At least five children have been killed in an explosion in Banisa, Mandera County. Banisa Sub-County Deputy County Commissioner Mathias Chisambo said the schoolchildren were playing with a grenade they had found in a grazing field.",Daily Nation,National,5,1,3.9439,40.3445,1
2017,2017-08-28,Al Shabaab,Military Forces of Kenya (2013-),Lafey,Lafey,Damasa,Mandera,Remote violence,"At least two KDF soldiers were killed on 28 August when their Armoured Personnel Carrier (APC) triggered off a roadside bomb explosion in Damasa Lafey Sub-County, Mandera [northeast of the country]. Three others were injured.",Africa News; Kenya Standard,Regional,2,1,3.1597,41.3256,1
2017,2017-06-23,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Remote violence,An Improvised Device (IED) exploded when a vehicle ran over it. The vehicle was heading to Mandera from Elwak. No one was injured in the attack.,The Standard,National,0,2,3.9357,41.8542,1
2017,2017-06-16,Al Shabaab,Civilians (Kenya),Mandera South,Elwak South,El Wak,Mandera,Remote violence,Four cilivilians killed and 11 injured when a passenger bus struck a roadside bomb suspected to have been planted by Al Shabaab between Lafey and Elwak in Madera county.,Agence France Presse,International,4,2,2.8094,40.9358,1
2017,2017-05-24,Al Shabaab,Police Forces of Kenya (2013-),Mandera East,Township,Mandera,Mandera,Remote violence,"At least five policemen were killed in an IED explosions in Mandera, near the Kenya - Somalia border. Al-Shabaab claimed responsibility of the attacks. Police later arrested several Al-Shabaab suspects behind the attacks in Mandera county. One of the susptect is a high ranking Al-Shabaab explosives expert",The Standard,National,5,1,3.9357,41.8542,1
2017,2017-05-17,Al Shabaab,Civilians (Kenya),Mandera South,Elwak South,El Wak,Mandera,Remote violence,A Kenyan official was killed on Wednesday after a vehicle he was traveling in ran over an improvised explosive device in Elwak area near Kenya-Somalia border. Mandera East divisional police commander Timothy Muasya said the explosive device was buried on the ground by unknown people. The driver survived with serious injuries after the 1 p.m. incident. Police have blamed the attacks on Al-Shabaab militants who are operating in the area.,Xinhua General News Service,International,1,1,2.8094,40.9358,1
2017,2017-03-25,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Remote violence,"At least two children were killed and three others injured on 25/03 after explosion went off in a unnamed village in Mandera county. Authorities suspect al Shabaab, though no group has claimed responsibility.",Shabelle Media Network (Mogadishu),Regional,2,2,3.9357,41.8542,1
2017,2017-04-10,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Strategic development,"Non-violent activity: 10 April, 23:00EAT, Mandera, Kenya: al Shabaab militants entered Mandera and hijacked two pick-up trucks.",Local Source Project,Local,0,1,3.9357,41.8542,1
2017,2017-03-30,Al Shabaab,Civilians (Kenya),Mandera South,Elwak South,El Wak,Mandera,Strategic development,Movement of forces: Suspected Al-Shabaab hijacked a Kenyan government vehicle in the border town of Elwak in Mandera country. The attackers released the driver and reportedly drove into Somalia.,Xinhua,International,0,1,2.8094,40.9358,1
2017,2017-10-31,Al Shabaab,Civilians (Kenya),Mandera East,Arabia,Arabia,Mandera,Violence against civilians,Al Shabaab militants attacked a land cruiser in Arabia. They stole the land cruiser and shot at the passengers. 2 passengers were injured.,Twitter,Other,0,2,3.5254,41.4991,1
2017,2017-10-31,Al Shabaab,Civilians (Kenya),Lafey,Fino,Fino,Mandera,Violence against civilians,"Al Shabaab militants hijacked a car and abducted a driver between Fino and Sheikh Barrow. He is alive, but being held in Somalia.",Twitter,Other,0,2,3.3711,41.4468,1
2017,2017-10-30,Al Shabaab,Civilians (Kenya),Mandera East,Arabia,Arabia,Mandera,Violence against civilians,A Land Cruiser carrying five passengers was attacked by Al Shabaab militants at Arabia area. The driver was released and two passengers suffered gunshot wounds but they were in stable condition.,Daily Nation,National,0,1,3.5254,41.4991,1
2017,2017-08-08,Al Shabaab,Civilians (Kenya),Lafey,Lafey,Lafey,Mandera,Violence against civilians,Suspected Al Shabaab militants hijacked 2 cars carrying voters between Omar Jillo and Lafey.,Nairobi Star,National,0,1,3.1508,41.1862,1
2017,2017-07-28,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,"Al Shabaab militants hijacked a car painted in Jubilee campaign colours in Falana, near Mandera. The driver and a passenger were kidnapped.",Daily Nation,National,0,3,3.9357,41.8542,1
2017,2017-06-23,Al Shabaab,Civilians (Kenya),Mandera South,Elwak South,El Wak,Mandera,Violence against civilians,Five people were killed when Al Shabaab atacked the Equity bank In Elwak Town.,The Standard,National,5,1,2.8094,40.9358,1
2017,2017-05-16,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,"A security operation is underway in Mandera town [northeastern Kenya] after a chief said to be instrumental in the war against terror was gunned down by people believed to be al-Shabab militia. The heavily armed al-Shabab militants are said to have raided the home of the chief in Omar Jillo location, Lafey sub-county in Mandera East before killing him on the spot. The military and the police have teamed up in an operation to comb Mandera in search of the assailants",KBC Radio,National,1,1,3.9357,41.8542,1
2017,2017-05-15,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,Suspected Al Shabaab militants attacked a village in Mandera and killed a chief before abducting two police reservists on Monday night.,Capital FM (Nairobi),National,1,1,3.9357,41.8542,1
2017,2017-05-12,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,"Two quarry workers were shot dead Friday and one was missing in a suspected extremist attack in Kenya's northern county of Mandera, a government official said.",Associated Press,International,2,1,3.9357,41.8542,1
2017,2017-05-03,Al Shabaab,Civilians (Kenya),Mandera South,Elwak South,El Wak,Mandera,Violence against civilians,Al Shabaab militants attacked El Wak town. 2 people were killed.,Twitter,Other,2,1,2.8094,40.9358,1
2016,2016-12-02,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Remote violence,Three people are injured in Mandera after their fuel tanker ran over an Improvised Explosive Device (IED) between Kotulo and Chuma Mrefu. Al Shabaab suspected. A similar attack against police occurred earlier in the week.,Daily Nation (Kenya),National,0,1,3.9357,41.8542,1
2016,2016-11-29,Police Forces of Kenya (2013-),Al Shabaab,Mandera East,Township,Mandera,Mandera,Remote violence,Suspected al Shabaab target police with an IED in Mandera. No causalities.,Xinhua,International,0,1,3.9357,41.8542,1
2016,2016-10-25,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Remote violence,"Al Shabaab gunmen detonated explosives at Boshari Guesthouse during the early morning hours. Twelve killed, others injured. Al Shabaab claimed responsibility, saying the targets of their attacks were Christians. Police later imposed a dusk till dawn curfew.",Capital FM (Nairobi),National,12,1,3.9357,41.8542,1
